"","o","nn","CP","RCC_VAR","NUMB_ME","NUMB_ME_AD","DENS","COR","Q_VAR","NUMB_PRO","NUMB_RES","EUCD","MAPE","MSE"
"49",49,49,1,-1,1,0,0.63330979666207,0.6,1,50,50,54852.12,0.3194,60175107.89
"50",50,50,1,-1,1,0,0.687278833752498,0.6,1,50,50,85227.6,0.492,145274884.87
"51",51,51,1,-1,1,0,0.550765464454889,0.6,1,50,50,65174.91,0.3853,84955371.69
"52",52,52,1,-1,1,0,0.689953272324055,0.6,1,50,50,87777.54,0.5077,154097920.39
"53",53,53,1,-1,1,0,0.490573872672394,0.6,1,50,50,82653.45,0.439,136631869.8
"54",54,54,1,-1,1,0,0.685314261144958,0.6,1,50,50,94814.62,0.5048,179796234.65
"55",55,55,1,-1,1,0,0.465049529750831,0.6,1,50,50,100424.36,0.5746,201701032.19
"56",56,56,1,-1,1,0,0.626120637962595,0.6,1,50,50,59789.56,0.3566,71495828.68
"57",57,57,1,-1,1,0,0.449378635152243,0.6,1,50,50,70993.12,0.4637,100800448.27
"58",58,58,1,-1,1,0,0.48269379355479,0.6,1,50,50,98125.68,0.5797,192572995.49
"59",59,59,1,-1,1,0,0.693720037583262,0.6,1,50,50,50008.02,0.3415,50016049.92
"60",60,60,1,-1,1,0,0.593492775852792,0.6,1,50,50,80456.98,0.4724,129466499.3
"61",61,61,1,-1,1,0,0.508438276476227,0.6,1,50,50,82659.32,0.4916,136651255.11
"62",62,62,1,-1,1,0,0.692567110434175,0.6,1,50,50,82386.82,0.4202,135751764.38
"63",63,63,1,-1,1,0,0.583822053926997,0.6,1,50,50,70242.36,0.3282,98679780.89
"64",64,64,1,-1,1,0,0.645037284377031,0.6,1,50,50,54684.67,0.336,59808265.87
"65",65,65,1,-1,1,0,0.51433381785173,0.6,1,50,50,49154.75,0.3302,48323789.22
"66",66,66,1,-1,1,0,0.63483197549358,0.6,1,50,50,79379.1,0.4429,126020833.67
"67",67,67,1,-1,1,0,0.526258436194621,0.6,1,50,50,64826.52,0.3925,84049546.59
"68",68,68,1,-1,1,0,0.67246520081535,0.6,1,50,50,84157.36,0.5161,141649219.81
"69",69,69,1,-1,1,0,0.587047682050616,0.6,1,50,50,66193.07,0.3553,87630451.51
"70",70,70,1,-1,1,0,0.690075145894661,0.6,1,50,50,64235.11,0.3878,82522983.43
"71",71,71,1,-1,1,0,0.650206505483948,0.6,1,50,50,87330.09,0.4154,152530891.91
"72",72,72,1,-1,1,0,0.658135214657523,0.6,1,50,50,86593.01,0.4002,149966973.79
"73",73,73,1,-1,1,0,0.678045465354808,0.6,1,50,50,68165.63,0.3932,92931071.38
"74",74,74,1,-1,1,0,0.444847597624175,0.6,1,50,50,61978.24,0.3562,76826035.51
"75",75,75,1,-1,1,0,0.473107288451865,0.6,1,50,50,36230.42,0.2126,26252864.75
"76",76,76,1,-1,1,0,0.6309180440614,0.6,1,50,50,52342.2,0.3311,54794127.02
"77",77,77,1,-1,1,0,0.596225269511342,0.6,1,50,50,82280.77,0.436,135402506.31
"78",78,78,1,-1,1,0,0.63646652190946,0.6,1,50,50,66200.84,0.3496,87651016.18
"79",79,79,1,-1,1,0,0.566090653813444,0.6,1,50,50,71132.28,0.4293,101196020.28
"80",80,80,1,-1,1,0,0.641926970146596,0.6,1,50,50,74169.32,0.4365,110021748.01
"81",81,81,1,-1,1,0,0.54926635241136,0.6,1,50,50,53421.16,0.3056,57076400.64
"82",82,82,1,-1,1,0,0.647865837649442,0.6,1,50,50,72679.9,0.4317,105647344.34
"83",83,83,1,-1,1,0,0.437701210379601,0.6,1,50,50,99776.62,0.5683,199107478.02
"84",84,84,1,-1,1,0,0.662877568835393,0.6,1,50,50,71055.88,0.4133,100978764.41
"85",85,85,1,-1,1,0,0.521087993006222,0.6,1,50,50,71668.95,0.4066,102728762.36
"86",86,86,1,-1,1,0,0.522585388435982,0.6,1,50,50,64556.81,0.3902,83351634.48
"87",87,87,1,-1,1,0,0.402327626640908,0.6,1,50,50,63793.22,0.385,81391492.6
"88",88,88,1,-1,1,0,0.542685213475488,0.6,1,50,50,90090.72,0.5532,162326756.73
"89",89,89,1,-1,1,0,0.650563216372393,0.6,1,50,50,85132.42,0.4691,144950590.37
"90",90,90,1,-1,1,0,0.473097988171503,0.6,1,50,50,73373.03,0.4254,107672024.99
"91",91,91,1,-1,1,0,0.515657030139118,0.6,1,50,50,85231.59,0.4698,145288492.58
"92",92,92,1,-1,1,0,0.551265873014927,0.6,1,50,50,75332.79,0.4534,113500591.19
"93",93,93,1,-1,1,0,0.545421605627052,0.6,1,50,50,77599.97,0.4443,120435121.48
"94",94,94,1,-1,1,0,0.505433335970156,0.6,1,50,50,69050.8,0.4118,95360266.44
"95",95,95,1,-1,1,0,0.516604508738965,0.6,1,50,50,78245.03,0.4721,122445702.4
"96",96,96,1,-1,1,0,0.45622061570175,0.6,1,50,50,73345.96,0.4044,107592603.95
"97",97,97,1,-1,1,0,0.554781419225037,0.6,1,50,50,97055.93,0.5547,188397074.56
"98",98,98,1,-1,1,0,0.601077559543774,0.6,1,50,50,77407.86,0.46,119839550.66
"99",99,99,1,-1,1,0,0.56680751433596,0.6,1,50,50,78603.73,0.4639,123570924.47
"100",100,100,1,-1,1,0,0.674684513220563,0.6,1,50,50,78196.75,0.4557,122294638.91
"101",101,101,1,-1,1,0,0.683263005618937,0.6,1,50,50,64034.62,0.3744,82008642.26
"102",102,102,1,-1,1,0,0.504327400773764,0.6,1,50,50,81489.23,0.4689,132809902.17
"103",103,103,1,-1,1,0,0.444339422462508,0.6,1,50,50,38828.02,0.2804,30152299.26
"104",104,104,1,-1,1,0,0.418181392434053,0.6,1,50,50,52352.65,0.3459,54815998.07
"105",105,105,1,-1,1,0,0.693069006991573,0.6,1,50,50,67862.11,0.3805,92105325.14
"106",106,106,1,-1,1,0,0.599841826735064,0.6,1,50,50,47644.27,0.3166,45399529.37
"107",107,107,1,-1,1,0,0.619610491162166,0.6,1,50,50,75918.58,0.4484,115272615.54
"108",108,108,1,-1,1,0,0.442832722282037,0.6,1,50,50,88366.68,0.5172,156173406.09
"109",109,109,1,-1,1,0,0.448824269277975,0.6,1,50,50,88714.93,0.492,157406770.76
"110",110,110,1,-1,1,0,0.533637978928164,0.6,1,50,50,53421.34,0.3098,57076784.65
"111",111,111,1,-1,1,0,0.587897904170677,0.6,1,50,50,49858.21,0.285,49716815.39
"112",112,112,1,-1,1,0,0.555775509378873,0.6,1,50,50,64759.17,0.3968,83875013.99
"113",113,113,1,-1,1,0,0.54422104943078,0.6,1,50,50,85117.63,0.4777,144900203.74
"114",114,114,1,-1,1,0,0.539657845930196,0.6,1,50,50,58956.24,0.373,69516755.21
"115",115,115,1,-1,1,0,0.690582283586264,0.6,1,50,50,74707.82,0.4376,111625168.25
"116",116,116,1,-1,1,0,0.597362557915039,0.6,1,50,50,44070.44,0.3185,38844071.13
"117",117,117,1,-1,1,0,0.450095658563077,0.6,1,50,50,68241.5,0.3535,93138035.63
"118",118,118,1,-1,1,0,0.495567740453407,0.6,1,50,50,57815.74,0.3065,66853185.6
"119",119,119,1,-1,1,0,0.658344597322866,0.6,1,50,50,59760.88,0.3443,71427255.45
"120",120,120,1,-1,1,0,0.410961922397837,0.6,1,50,50,97515.18,0.6086,190184213.65
"121",121,121,1,-1,1,0,0.449986487976275,0.6,1,50,50,83180.08,0.4727,138378509.44
"122",122,122,1,-1,1,0,0.526017668610439,0.6,1,50,50,58503.68,0.3898,68453606.88
"123",123,123,1,-1,1,0,0.639938429906033,0.6,1,50,50,94401.52,0.4872,178232928.64
"124",124,124,1,-1,1,0,0.503057976905257,0.6,1,50,50,71224.37,0.3856,101458230.21
"125",125,125,1,-1,1,0,0.529479579720646,0.6,1,50,50,76077.12,0.4429,115754575.99
"126",126,126,1,-1,1,0,0.567186514940113,0.6,1,50,50,68374.16,0.4231,93500503.72
"127",127,127,1,-1,1,0,0.501409100508317,0.6,1,50,50,71670.58,0.3887,102733443.94
"128",128,128,1,-1,1,0,0.684186789626256,0.6,1,50,50,67284.71,0.3952,90544635.91
"129",129,129,1,-1,1,0,0.643847228889354,0.6,1,50,50,53335.89,0.3551,56894352.95
"130",130,130,1,-1,1,0,0.608688514400274,0.6,1,50,50,96066.72,0.5061,184576292.12
"131",131,131,1,-1,1,0,0.585447325697169,0.6,1,50,50,90018.77,0.499,162067586.86
"132",132,132,1,-1,1,0,0.662884339736775,0.6,1,50,50,65844.41,0.3864,86709737.87
"133",133,133,1,-1,1,0,0.560669134208001,0.6,1,50,50,63605.12,0.3491,80912238.35
"134",134,134,1,-1,1,0,0.544876129808836,0.6,1,50,50,80162.08,0.4835,128519196.02
"135",135,135,1,-1,1,0,0.562617670767941,0.6,1,50,50,62875.26,0.3516,79065967.12
"136",136,136,1,-1,1,0,0.482270278758369,0.6,1,50,50,83738.25,0.4517,140241875.72
"137",137,137,1,-1,1,0,0.457205866510049,0.6,1,50,50,77468.31,0.4135,120026792.15
"138",138,138,1,-1,1,0,0.605840684636496,0.6,1,50,50,96945.72,0.5079,187969453.46
"139",139,139,1,-1,1,0,0.521111184475012,0.6,1,50,50,78372.55,0.4602,122845133.62
"140",140,140,1,-1,1,0,0.697970720008016,0.6,1,50,50,47812.92,0.3038,45721507.79
"141",141,141,1,-1,1,0,0.621687817550264,0.6,1,50,50,79758.57,0.5015,127228603.79
"142",142,142,1,-1,1,0,0.415485490951687,0.6,1,50,50,84123.49,0.4451,141535218.84
"143",143,143,1,-1,1,0,0.640961096412502,0.6,1,50,50,64466.81,0.3801,83119387.64
"144",144,144,1,-1,1,0,0.664323816215619,0.6,1,50,50,75119.75,0.4243,112859531.68
"145",145,145,1,-1,1,0,0.55015196565073,0.6,1,50,50,80368.72,0.4041,129182638.5
"146",146,146,1,-1,1,0,0.594861321733333,0.6,1,50,50,70542.9,0.4098,99526026.35
"147",147,147,1,-1,1,0,0.516752624721266,0.6,1,50,50,72884.26,0.4431,106242302.32
"148",148,148,1,-1,1,0,0.678464115154929,0.6,1,50,50,45724.03,0.2809,41813743.45
"149",149,149,1,-1,1,0,0.664457776211202,0.6,1,50,50,58613.62,0.3619,68711117.28
"150",150,150,1,-1,1,0,0.44131677930709,0.6,1,50,50,83608.28,0.4637,139806880.89
"151",151,151,1,-1,1,0,0.464972940320149,0.6,1,50,50,110735.47,0.5998,245246890.96
"152",152,152,1,-1,1,0,0.512206236645579,0.6,1,50,50,75242.97,0.4274,113230097.28
"153",153,153,1,-1,1,0,0.624821425229311,0.6,1,50,50,62433.4,0.3348,77958594.25
"154",154,154,1,-1,1,0,0.45854137155693,0.6,1,50,50,43509.46,0.295,37861465.28
"155",155,155,1,-1,1,0,0.475846653734334,0.6,1,50,50,88991.32,0.5111,158389103.48
"156",156,156,1,-1,1,0,0.65199178212788,0.6,1,50,50,89568.64,0.5166,160450828.83
"157",157,157,1,-1,1,0,0.566434319177642,0.6,1,50,50,74573.64,0.425,111224568.54
"158",158,158,1,-1,1,0,0.496315802470781,0.6,1,50,50,86314.93,0.5121,149005342.36
"159",159,159,1,-1,1,0,0.580636690440588,0.6,1,50,50,69931.38,0.385,97807950.08
"160",160,160,1,-1,1,0,0.69971167719923,0.6,1,50,50,64132.52,0.3851,82259590.11
"161",161,161,1,-1,1,0,0.430487845791504,0.6,1,50,50,104747.11,0.5575,219439156.28
"162",162,162,1,-1,1,0,0.666725018713623,0.6,1,50,50,86635.98,0.5488,150115875.11
"163",163,163,1,-1,1,0,0.561300507420674,0.6,1,50,50,70869.05,0.3919,100448438.07
"164",164,164,1,-1,1,0,0.448064925568178,0.6,1,50,50,65587.17,0.4621,86033526.91
"165",165,165,1,-1,1,0,0.416406207531691,0.6,1,50,50,82804.95,0.4234,137133193.34
"166",166,166,1,-1,1,0,0.688056241511367,0.6,1,50,50,46624.98,0.3045,43477769.55
"167",167,167,1,-1,1,0,0.617726428690366,0.6,1,50,50,92102.08,0.5426,169655844.53
"168",168,168,1,-1,1,0,0.502206572378054,0.6,1,50,50,49070.89,0.3094,48159040.05
"169",169,169,1,-1,1,0,0.690856162342243,0.6,1,50,50,89164.34,0.5116,159005596.57
"170",170,170,1,-1,1,0,0.516497288830578,0.6,1,50,50,63677.58,0.3882,81096675.06
"171",171,171,1,-1,1,0,0.4725266456604,0.6,1,50,50,105261.56,0.6333,221599908.45
"172",172,172,1,-1,1,0,0.614989675697871,0.6,1,50,50,104472.13,0.5619,218288524.53
"173",173,173,1,-1,1,0,0.563781913556159,0.6,1,50,50,42060.33,0.2725,35381433.53
"174",174,174,1,-1,1,0,0.557364386506379,0.6,1,50,50,85336.56,0.4951,145646581.59
"175",175,175,1,-1,1,0,0.564686448941939,0.6,1,50,50,71545.98,0.4177,102376533.13
"176",176,176,1,-1,1,0,0.548232284700498,0.6,1,50,50,66181.12,0.4045,87598807.13
"177",177,177,1,-1,1,0,0.571971324295737,0.6,1,50,50,79683.61,0.4615,126989546.19
"178",178,178,1,-1,1,0,0.494099287665449,0.6,1,50,50,42512.41,0.2315,36146100.41
"179",179,179,1,-1,1,0,0.412629882292822,0.6,1,50,50,76453.42,0.4091,116902514.08
"180",180,180,1,-1,1,0,0.569434647751041,0.6,1,50,50,64190.85,0.3562,82409295.92
"181",181,181,1,-1,1,0,0.429764478746802,0.6,1,50,50,61498.74,0.3992,75641902.88
"182",182,182,1,-1,1,0,0.661044104560278,0.6,1,50,50,91641.48,0.5171,167963218.29
"183",183,183,1,-1,1,0,0.695931257051416,0.6,1,50,50,47233.92,0.3101,44620868.54
"184",184,184,1,-1,1,0,0.501760006998666,0.6,1,50,50,77806.06,0.4615,121075667.1
"185",185,185,1,-1,1,0,0.509058028250001,0.6,1,50,50,56810.86,0.3693,64549476.57
"186",186,186,1,-1,1,0,0.654652191279456,0.6,1,50,50,93840.02,0.5203,176118979.32
"187",187,187,1,-1,1,0,0.403356438619085,0.6,1,50,50,56747.22,0.3467,64404944.44
"188",188,188,1,-1,1,0,0.557887258147821,0.6,1,50,50,63927.48,0.3558,81734458.77
"189",189,189,1,-1,1,0,0.597082172636874,0.6,1,50,50,85235.31,0.4847,145301175.03
"190",190,190,1,-1,1,0,0.535934811714105,0.6,1,50,50,90979.29,0.521,165544606.16
"191",191,191,1,-1,1,0,0.429997645970434,0.6,1,50,50,74943.31,0.4093,112329984.85
"192",192,192,1,-1,1,0,0.433039482147433,0.6,1,50,50,97674.24,0.5857,190805127.86
"193",193,193,1,-1,1,0,0.687371422559954,0.6,1,50,50,87700.12,0.5043,153826226.39
"194",194,194,1,-1,1,0,0.492583220568486,0.6,1,50,50,82030.69,0.4398,134580683.97
"195",195,195,1,-1,1,0,0.579496371559799,0.6,1,50,50,48141.22,0.2983,46351540.96
"196",196,196,1,-1,1,0,0.593294154643081,0.6,1,50,50,98985.09,0.4731,195960974.01
"197",197,197,1,-1,1,0,0.558131591673009,0.6,1,50,50,65959.67,0.4093,87013550.42
"198",198,198,1,-1,1,0,0.504349934472702,0.6,1,50,50,87838.3,0.4619,154311347.5
"199",199,199,1,-1,1,0,0.547830019914545,0.6,1,50,50,57725.48,0.3614,66644622.57
"200",200,200,1,-1,1,0,0.409257400361821,0.6,1,50,50,94963.36,0.5859,180360809.45
"201",201,1,2,-1,1,0,0.504668204975314,0.6,1,50,50,79946.96,0.4347,127830324.66
"202",202,2,2,-1,1,0,0.56317769694142,0.6,1,50,50,50131.74,0.3419,50263820.27
"203",203,3,2,-1,1,0,0.667823255411349,0.6,1,50,50,64801.51,0.3634,83984707.21
"204",204,4,2,-1,1,0,0.464122922648676,0.6,1,50,50,90698.53,0.5316,164524474.63
"205",205,5,2,-1,1,0,0.512022243603133,0.6,1,50,50,92877.93,0.5222,172526198.3
"206",206,6,2,-1,1,0,0.402979827066883,0.6,1,50,50,81067.98,0.4723,131440355.74
"207",207,7,2,-1,1,0,0.587401853781193,0.6,1,50,50,37645.04,0.2217,28342982.88
"208",208,8,2,-1,1,0,0.412932737288065,0.6,1,50,50,82131.54,0.5136,134911804.34
"209",209,9,2,-1,1,0,0.474215280637145,0.6,1,50,50,59886.94,0.3776,71728907.45
"210",210,10,2,-1,1,0,0.474436631472781,0.6,1,50,50,75259.26,0.4272,113279121.27
"211",211,11,2,-1,1,0,0.45209651440382,0.6,1,50,50,80037.73,0.4833,128120751.44
"212",212,12,2,-1,1,0,0.488110076915473,0.6,1,50,50,61905.96,0.3573,76646963.25
"213",213,13,2,-1,1,0,0.611865054676309,0.6,1,50,50,67102.47,0.3708,90054837.48
"214",214,14,2,-1,1,0,0.58962197965011,0.6,1,50,50,46980.73,0.2896,44143779.52
"215",215,15,2,-1,1,0,0.48113263216801,0.6,1,50,50,66326.33,0.3798,87983650.21
"216",216,16,2,-1,1,0,0.554608248616569,0.6,1,50,50,61409.97,0.3654,75423696.33
"217",217,17,2,-1,1,0,0.50537828062661,0.6,1,50,50,57818.35,0.3585,66859223.44
"218",218,18,2,-1,1,0,0.635309623973444,0.6,1,50,50,69535.62,0.4139,96704053.26
"219",219,19,2,-1,1,0,0.651287060976028,0.6,1,50,50,59503.83,0.3449,70814106.91
"220",220,20,2,-1,1,0,0.446373965730891,0.6,1,50,50,85149.32,0.5113,145008136.4
"221",221,21,2,-1,1,0,0.686069646920077,0.6,1,50,50,69234.42,0.403,95868086.24
"222",222,22,2,-1,1,0,0.419273279141635,0.6,1,50,50,68453.27,0.4348,93716995.36
"223",223,23,2,-1,1,0,0.618805057252757,0.6,1,50,50,66143.62,0.383,87499574.04
"224",224,24,2,-1,1,0,0.471100538526662,0.6,1,50,50,66090.8,0.3701,87359889.96
"225",225,25,2,-1,1,0,0.510690745944157,0.6,1,50,50,61167.3,0.3709,74828776.18
"226",226,26,2,-1,1,0,0.432232871418819,0.6,1,50,50,57182.95,0.3461,65397787.83
"227",227,27,2,-1,1,0,0.619035971071571,0.6,1,50,50,71762.03,0.4343,102995777.71
"228",228,28,2,-1,1,0,0.645952621172182,0.6,1,50,50,62985.11,0.3603,79342478.48
"229",229,29,2,-1,1,0,0.429512789053842,0.6,1,50,50,84969.75,0.4975,144397158
"230",230,30,2,-1,1,0,0.590920270932838,0.6,1,50,50,57077.53,0.3303,65156890.06
"231",231,31,2,-1,1,0,0.683538988302462,0.6,1,50,50,53952.02,0.3433,58216406.65
"232",232,32,2,-1,1,0,0.697539930278435,0.6,1,50,50,58657.63,0.3369,68814360.62
"233",233,33,2,-1,1,0,0.510946593619883,0.6,1,50,50,66821.78,0.3937,89302995.11
"234",234,34,2,-1,1,0,0.600701392092742,0.6,1,50,50,82513.5,0.4964,136169568.98
"235",235,35,2,-1,1,0,0.491731792641804,0.6,1,50,50,62096.26,0.3742,77118906.78
"236",236,36,2,-1,1,0,0.565086486726068,0.6,1,50,50,41547.11,0.262,34523248.83
"237",237,37,2,-1,1,0,0.570178767829202,0.6,1,50,50,59648.38,0.3638,71158579.29
"238",238,38,2,-1,1,0,0.696169653325342,0.6,1,50,50,62684.66,0.3777,78587339.31
"239",239,39,2,-1,1,0,0.481678405962884,0.6,1,50,50,74300.44,0.4147,110411094.05
"240",240,40,2,-1,1,0,0.436905595241114,0.6,1,50,50,72505.98,0.407,105142349.15
"241",241,41,2,-1,1,0,0.659411384421401,0.6,1,50,50,71786.68,0.4024,103066540.62
"242",242,42,2,-1,1,0,0.610742806270719,0.6,1,50,50,63026.46,0.3318,79446698.43
"243",243,43,2,-1,1,0,0.441478732065298,0.6,1,50,50,68890.56,0.3917,94918192.67
"244",244,44,2,-1,1,0,0.483788769273087,0.6,1,50,50,78269.02,0.4488,122520799.08
"245",245,45,2,-1,1,0,0.501561713591218,0.6,1,50,50,72344.12,0.4078,104673425.62
"246",246,46,2,-1,1,0,0.681558430218138,0.6,1,50,50,68231.96,0.3993,93112006.22
"247",247,47,2,-1,1,0,0.596446746354923,0.6,1,50,50,57060.03,0.3408,65116936.13
"248",248,48,2,-1,1,0,0.50272009477485,0.6,1,50,50,62375.62,0.39,77814361.08
"249",249,49,2,-1,1,0,0.486773109505884,0.6,1,50,50,70367.19,0.4464,99030835.47
"250",250,50,2,-1,1,0,0.656932646105997,0.6,1,50,50,54296.18,0.3235,58961501.93
"251",251,51,2,-1,1,0,0.644448125222698,0.6,1,50,50,56110.91,0.3528,62968681.66
"252",252,52,2,-1,1,0,0.442455053981394,0.6,1,50,50,63686.19,0.3512,81118614.02
"253",253,53,2,-1,1,0,0.699073112034239,0.6,1,50,50,49660.51,0.2994,49323331.21
"254",254,54,2,-1,1,0,0.40148167363368,0.6,1,50,50,80426.49,0.4539,129368399.65
"255",255,55,2,-1,1,0,0.601868494157679,0.6,1,50,50,52042.56,0.3054,54168569.79
"256",256,56,2,-1,1,0,0.652194035425782,0.6,1,50,50,47627.86,0.3039,45368253.37
"257",257,57,2,-1,1,0,0.495257200719789,0.6,1,50,50,77027.9,0.4616,118665946.03
"258",258,58,2,-1,1,0,0.473945736582391,0.6,1,50,50,68899.5,0.4347,94942826.8
"259",259,59,2,-1,1,0,0.642210977803916,0.6,1,50,50,46289.83,0.2899,42854968.91
"260",260,60,2,-1,1,0,0.580924972658977,0.6,1,50,50,56412.74,0.3769,63647933.52
"261",261,61,2,-1,1,0,0.689724402083084,0.6,1,50,50,68836.66,0.4246,94769719.92
"262",262,62,2,-1,1,0,0.5345764253987,0.6,1,50,50,73079.07,0.4512,106810999.5
"263",263,63,2,-1,1,0,0.64204658290837,0.6,1,50,50,51911.65,0.3198,53896398.19
"264",264,64,2,-1,1,0,0.530270789470524,0.6,1,50,50,71653.85,0.3843,102685484
"265",265,65,2,-1,1,0,0.684971008030698,0.6,1,50,50,52001.87,0.3104,54083888.84
"266",266,66,2,-1,1,0,0.564345121569932,0.6,1,50,50,82233.46,0.4777,135246853.16
"267",267,67,2,-1,1,0,0.57681302651763,0.6,1,50,50,65792.84,0.3651,86573955.56
"268",268,68,2,-1,1,0,0.676378726912662,0.6,1,50,50,44433.53,0.2827,39486762.96
"269",269,69,2,-1,1,0,0.683629161096178,0.6,1,50,50,65084.91,0.385,84720911.47
"270",270,70,2,-1,1,0,0.454841096443124,0.6,1,50,50,69478.34,0.3951,96544805.87
"271",271,71,2,-1,1,0,0.542064456013031,0.6,1,50,50,68274.91,0.4271,93229253.95
"272",272,72,2,-1,1,0,0.607317718747072,0.6,1,50,50,57570.38,0.3422,66286964.95
"273",273,73,2,-1,1,0,0.532942768302746,0.6,1,50,50,65643.3,0.4465,86180852.15
"274",274,74,2,-1,1,0,0.666889059892856,0.6,1,50,50,52409.63,0.3194,54935387.71
"275",275,75,2,-1,1,0,0.622866422659717,0.6,1,50,50,55025.74,0.3365,60556637.46
"276",276,76,2,-1,1,0,0.463500982080586,0.6,1,50,50,53578.53,0.3373,57413181.54
"277",277,77,2,-1,1,0,0.663865778874606,0.6,1,50,50,56264.27,0.3209,63313357.65
