"","o","nn","FIRM.COSTING_SYSTEM.CP","FIRM.COSTING_SYSTEM.RC_VAR","FIRM.COSTING_SYSTEM.NUMB_Error","FIRM.COSTING_SYSTEM.Error","FIRM.PRODUCTION_ENVIRONMENT.DENS","FIRM.PRODUCTION_ENVIRONMENT.COR","FIRM.PRODUCTION_ENVIRONMENT.Q_VAR","FIRM.PRODUCTION_ENVIRONMENT.NUMB_PRO","FIRM.PRODUCTION_ENVIRONMENT.NUMB_RES","EUCD","MAPE","MSE"
"2123",2123,123,20,-1,1,0,0.407508346461691,0,1,50,50,80790.73,0.4147,130542832.57
"2124",2124,124,20,-1,1,0,0.482892503263429,0,1,50,50,48189.91,0.2694,46445356.85
"2125",2125,125,20,-1,1,0,0.668495818902738,0,1,50,50,37548.11,0.2354,28197213.54
"2126",2126,126,20,-1,1,0,0.563342528603971,0,1,50,50,55616.2,0.3083,61863243.35
"2127",2127,127,20,-1,1,0,0.449539250927046,0,1,50,50,51996.07,0.3232,54071825.98
"2128",2128,128,20,-1,1,0,0.569001280586235,0,1,50,50,45570.52,0.2908,41533450.76
"2129",2129,129,20,-1,1,0,0.635059869242832,0,1,50,50,45224.42,0.2413,40904969.19
"2130",2130,130,20,-1,1,0,0.56850733475294,0,1,50,50,28370.04,0.176,16097185.12
"2131",2131,131,20,-1,1,0,0.570840779412538,0,1,50,50,47340.21,0.2686,44821901.65
"2132",2132,132,20,-1,1,0,0.675600424734875,0,1,50,50,40502.01,0.2284,32808250.48
"2133",2133,133,20,-1,1,0,0.449115200387314,0,1,50,50,64112.71,0.3437,82208790.64
"2134",2134,134,20,-1,1,0,0.559939097194001,0,1,50,50,40798.61,0.2344,33290530.61
"2135",2135,135,20,-1,1,0,0.464002535608597,0,1,50,50,51499.11,0.3047,53043162.4
"2136",2136,136,20,-1,1,0,0.419336852175184,0,1,50,50,57675.14,0.346,66528440.33
"2137",2137,137,20,-1,1,0,0.505910813808441,0,1,50,50,21536.15,0.1259,9276115.4
"2138",2138,138,20,-1,1,0,0.547033575107344,0,1,50,50,43015.61,0.2632,37006853.41
"2139",2139,139,20,-1,1,0,0.412498814053833,0,1,50,50,40552.74,0.2875,32890498.31
"2140",2140,140,20,-1,1,0,0.656116516259499,0,1,50,50,33368.07,0.2011,22268563.12
"2141",2141,141,20,-1,1,0,0.472454165178351,0,1,50,50,51362.3,0.2771,52761725.43
"2142",2142,142,20,-1,1,0,0.579936719802208,0,1,50,50,41748.8,0.2445,34859253.23
"2143",2143,143,20,-1,1,0,0.517539319908246,0,1,50,50,56551.1,0.3145,63960530.14
"2144",2144,144,20,-1,1,0,0.594116704398766,0,1,50,50,28048.94,0.1865,15734864.22
"2145",2145,145,20,-1,1,0,0.672866547014564,0,1,50,50,37019.53,0.2164,27408912.68
"2146",2146,146,20,-1,1,0,0.628953853319399,0,1,50,50,30122,0.1779,18146692.02
"2147",2147,147,20,-1,1,0,0.425058628316037,0,1,50,50,52130.87,0.2984,54352549.68
"2148",2148,148,20,-1,1,0,0.631703783851117,0,1,50,50,23536.99,0.1506,11079794.59
"2149",2149,149,20,-1,1,0,0.666795980464667,0,1,50,50,35911.8,0.2228,25793146.2
"2150",2150,150,20,-1,1,0,0.62737007595133,0,1,50,50,44619.71,0.2486,39818362.94
"2151",2151,151,20,-1,1,0,0.510480488627218,0,1,50,50,53766.82,0.3198,57817411.13
"2152",2152,152,20,-1,1,0,0.687295032059774,0,1,50,50,33503.68,0.2201,22449935.79
"2153",2153,153,20,-1,1,0,0.430729235941544,0,1,50,50,29869.29,0.2149,17843493.59
"2154",2154,154,20,-1,1,0,0.407193062710576,0,1,50,50,65711.83,0.3925,86360901.15
"2155",2155,155,20,-1,1,0,0.636973861604929,0,1,50,50,47926.45,0.2703,45938890.16
"2156",2156,156,20,-1,1,0,0.578589765983634,0,1,50,50,37670.5,0.2309,28381333.92
"2157",2157,157,20,-1,1,0,0.426658724131994,0,1,50,50,50967.31,0.2809,51953327.56
"2158",2158,158,20,-1,1,0,0.458164082607254,0,1,50,50,46633.41,0.2954,43493494.11
"2159",2159,159,20,-1,1,0,0.579643570072949,0,1,50,50,56271.26,0.3232,63329095.43
"2160",2160,160,20,-1,1,0,0.466834202897735,0,1,50,50,60481.75,0.3019,73160846.86
"2161",2161,161,20,-1,1,0,0.630433859513141,0,1,50,50,40205.98,0.2295,32330423.59
"2162",2162,162,20,-1,1,0,0.65564336348325,0,1,50,50,32960.56,0.1977,21727974.56
"2163",2163,163,20,-1,1,0,0.473181525222026,0,1,50,50,57005.82,0.3,64993268.11
"2164",2164,164,20,-1,1,0,0.555761620285921,0,1,50,50,46633.16,0.2641,43493036.35
"2165",2165,165,20,-1,1,0,0.48937837977428,0,1,50,50,32876.55,0.209,21617354.51
"2166",2166,166,20,-1,1,0,0.610176859539934,0,1,50,50,38994.65,0.2322,30411650.22
"2167",2167,167,20,-1,1,0,0.680891210818663,0,1,50,50,36609.77,0.2259,26805509.27
"2168",2168,168,20,-1,1,0,0.593007893720642,0,1,50,50,42276.62,0.2428,35746247.57
"2169",2169,169,20,-1,1,0,0.580616292101331,0,1,50,50,40766.44,0.2509,33238056.66
"2170",2170,170,20,-1,1,0,0.46275707713794,0,1,50,50,46865,0.2459,43926556.56
"2171",2171,171,20,-1,1,0,0.543758178525604,0,1,50,50,47355.46,0.2973,44850800.51
"2172",2172,172,20,-1,1,0,0.681449652463198,0,1,50,50,46503.13,0.2499,43250815.33
"2173",2173,173,20,-1,1,0,0.489973638998345,0,1,50,50,54076.18,0.3083,58484658.86
"2174",2174,174,20,-1,1,0,0.520050464197993,0,1,50,50,65032.98,0.3386,84585765.8
"2175",2175,175,20,-1,1,0,0.564767414703965,0,1,50,50,43057.72,0.2611,37079339.28
"2176",2176,176,20,-1,1,0,0.449044618755579,0,1,50,50,53037.66,0.31,56259865.24
"2177",2177,177,20,-1,1,0,0.62397179605905,0,1,50,50,36531.09,0.2147,26690405.53
"2178",2178,178,20,-1,1,0,0.536808440298773,0,1,50,50,47513.23,0.3093,45150140.26
"2179",2179,179,20,-1,1,0,0.527708697528578,0,1,50,50,44365.06,0.2507,39365176.53
"2180",2180,180,20,-1,1,0,0.403735516266897,0,1,50,50,70784.69,0.3421,100209442.95
"2181",2181,181,20,-1,1,0,0.59867265985813,0,1,50,50,47292.94,0.2779,44732446.79
"2182",2182,182,20,-1,1,0,0.647639828571118,0,1,50,50,37693.4,0.2278,28415843.86
"2183",2183,183,20,-1,1,0,0.541194267431274,0,1,50,50,50478.44,0.2978,50961467.81
"2184",2184,184,20,-1,1,0,0.605492412578315,0,1,50,50,40487.59,0.2307,32784904.57
"2185",2185,185,20,-1,1,0,0.545689910696819,0,1,50,50,46554.21,0.2642,43345891.52
"2186",2186,186,20,-1,1,0,0.529240288469009,0,1,50,50,47034.29,0.2593,44244480.76
"2187",2187,187,20,-1,1,0,0.524692098493688,0,1,50,50,53014.42,0.3266,56210572.7
"2188",2188,188,20,-1,1,0,0.675260586058721,0,1,50,50,26420.21,0.1628,13960554.08
"2189",2189,189,20,-1,1,0,0.435830283537507,0,1,50,50,52088.81,0.293,54264877.12
"2190",2190,190,20,-1,1,0,0.541064258734696,0,1,50,50,39332.86,0.2467,30941476.55
"2191",2191,191,20,-1,1,0,0.599920717207715,0,1,50,50,36232.56,0.2175,26255969.91
"2192",2192,192,20,-1,1,0,0.589954238641076,0,1,50,50,43606.87,0.2636,38031173.6
"2193",2193,193,20,-1,1,0,0.462193967332132,0,1,50,50,82587.22,0.3595,136412971.51
"2194",2194,194,20,-1,1,0,0.400339814997278,0,1,50,50,101039.71,0.3493,204180465.86
"2195",2195,195,20,-1,1,0,0.580021263379604,0,1,50,50,44832.52,0.2606,40199091.31
"2196",2196,196,20,-1,1,0,0.526909245294519,0,1,50,50,42980.22,0.2693,36945994.47
"2197",2197,197,20,-1,1,0,0.541302823415026,0,1,50,50,42630.84,0.217,36347765.6
"2198",2198,198,20,-1,1,0,0.441599143133499,0,1,50,50,51245.91,0.2952,52522858.88
"2199",2199,199,20,-1,1,0,0.452894285367802,0,1,50,50,55752.8,0.3102,62167499.68
"2200",2200,200,20,-1,1,0,0.697827461268753,0,1,50,50,33250.3,0.1888,22111649.76
